taxon_id,d.wass,d.wass^2,d.comp^2,d.comp,location,size,shape,rho,pval,p.ad.gpd,N.exc,gpd.shape,perc.loc,perc.size,perc.shape,decomp.error,p.zero,p.combined,p.adj.nonzero,p.adj.zero,p.adj.combined,n_nonzero_group1,n_nonzero_group2,n_group1,n_group2,zero_prevalence_estimate,zero_prevalence_z,taxon,p_permapprox_unconstrained,p_permapprox_constrained,p_combined_permapprox_unconstrained,p_combined_permapprox_constrained,p_adj_permapprox_unconstrained,p_adj_permapprox_constrained,p_adj_combined_permapprox_unconstrained,p_adj_combined_permapprox_constrained,fisher_statistic_permapprox_constrained,method_used_unconstrained,method_used_constrained,shape_permapprox_unconstrained,shape_permapprox_constrained,scale_permapprox_unconstrained,scale_permapprox_constrained,neglog10_p_combined,significance_class,label_taxon
Delftia,0.8759007269000155,0.7672020833839756,0.8352679533509417,0.9139299499146211,0.2801629090761687,0.3659540463940713,0.18915099788070183,0.9507379008621317,0.3103103103103103,NA,NA,NA,33.54,43.81,22.65,0.08871961044049992,0.22791086827090334,0.25806737098758836,0.5537845537845538,0.42641388257136753,0.40802543791280865,10,13,179,375,-0.5076103766938944,-1.2057323708964687,Delftia,0.311,0.311,0.25848358420349477,0.25848358420349477,0.5550153846153847,0.5550153846153847,0.4086835047541742,0.4086835047541742,5.293526043799016,empirical,empirical,NA,NA,NA,NA,0.5875670329035677,not_significant,Delftia
Sutterella,1.4265081071123933,2.034925379657383,2.00488521576494,1.415939693548048,1.3387170689680836,0.3261098210112567,0.3400583257855994,0.6825160822480826,0.15715715715715717,NA,NA,NA,66.77,16.27,16.96,0.014762292609226346,0.06741455186198837,0.058772959610605524,0.41432341432341435,0.20579178989449085,0.15280969498757438,2,15,179,375,1.2358737573276861,1.8290984086246334,Sutterella,0.158,0.158,0.059031190397141685,0.059031190397141685,0.41654545454545455,0.41654545454545455,0.15348109503256838,0.15348109503256838,9.084109254651768,empirical,empirical,NA,NA,NA,NA,1.2289184588981132,not_significant,Sutterella
Haemophilus,0.3013806938617602,0.09083032263259602,0.09428390424090094,0.3070568420356416,0.03644243911317681,0.005799932205297942,0.0520415329224262,0.9931164889919664,0.9219219219219219,NA,NA,NA,38.65,6.15,55.2,0.038022342189342195,2.2877368276922343e-5,2.481722998176751e-4,0.9634499364229093,0.001326887360061496,0.001840512688300452,43,153,179,375,0.8906913905277554,4.2347842283951245,Haemophilus,0.922,0.922,2.481915313705886e-4,2.481915313705886e-4,0.9635315315315316,0.9635315315315316,0.0018420699763048816,0.0018420699763048816,21.533144952711286,empirical,empirical,NA,NA,NA,NA,3.605213041297277,combined_bh_significant,Haemophilus
9_Pasteurellaceae(F),1.9757141643757563,3.903446459314993,4.122571784778696,2.030411727896265,3.246070482923878,0.8765013018548182,0,0,0.19019019019019018,NA,NA,NA,78.74,21.26,0,0.05613637275356842,0.5412217365424401,0.3369740885306573,0.4312884312884313,0.7306143878129197,0.4867403500998383,1,4,179,375,0.5683922812739816,0.6111258151970601,9_Pasteurellaceae(F),0.191,0.191,0.33796967028939345,0.33796967028939345,0.43292857142857144,0.43292857142857144,0.488178412640235,0.488178412640235,4.53881614164726,empirical,empirical,NA,NA,NA,NA,0.4711222719619055,not_significant,9_Pasteurellaceae(F)
Acinetobacter,0.3971033805771221,0.15769109486577865,0.1639185892882492,0.4048686074373379,0.033969769492127926,0.006287107323727086,0.1236617124723942,0.884967764258747,0.35235235235235235,NA,NA,NA,20.72,3.84,75.44,0.03949173177959864,0.8225490184063085,0.6487694603753026,0.6091888990439714,0.9263658848071046,0.7515448204347565,10,21,179,375,0.08751141489864415,0.2242691431487024,Acinetobacter,0.353,0.353,0.6494287316509781,0.6494287316509781,0.6102608695652173,0.6102608695652173,0.7523085307244004,0.7523085307244004,2.4732688466413926,empirical,empirical,NA,NA,NA,NA,0.1874685014792666,not_significant,Acinetobacter
Bilophila,1.0515852664788716,1.1058315726754395,0.9863799449521373,0.993166624968911,0.11171045579636853,0.5787439989593582,0.2959254901964106,0.8855394470111552,0.5975975975975976,NA,NA,NA,11.33,58.67,30,0.10801972983489871,0.04523171983601795,0.12463146360064942,0.7741074407741075,0.17904208475390804,0.25141174553924106,3,20,179,375,1.1579390782357986,2.002630846832381,Bilophila,0.598,0.598,0.12469717881528684,0.12469717881528684,0.7746222222222222,0.7746222222222222,0.25154430898945795,0.25154430898945795,7.220242394029384,empirical,empirical,NA,NA,NA,NA,0.9041433720131428,not_significant,Bilophila
Fusobacterium,0.6028280834604779,0.3634016982086329,0.376834279636853,0.6138682917669335,0.0951410363004305,0.07611672993966767,0.20557651339675484,0.9456002790184607,0.7777777777777778,NA,NA,NA,25.25,20.2,54.55,0.03696345254971356,0.0216779454659927,0.0856987476520807,0.8898513898513899,0.11430189427523423,0.20462762194476414,14,10,179,375,-0.9699749043848424,-2.2958092105445957,Fusobacterium,0.778,0.778,0.08571841499921487,0.08571841499921487,0.8900769230769231,0.8900769230769231,0.20467458275322736,0.20467458275322736,8.164977256067598,empirical,empirical,NA,NA,NA,NA,1.0669258680018712,not_significant,Fusobacterium
Brevundimonas,0.6547928882734255,0.4287537265334547,0.754292933648181,0.8685003935797502,0.12895966930002362,0.2098523755572596,0.41548088879089773,0.7720960753011337,0.7887887887887888,NA,NA,NA,17.1,27.82,55.08,0.7592685193590385,0.20175821570233046,0.4516431875097605,0.8898513898513899,0.39006588369117223,0.6004801470300225,2,11,179,375,0.8823646599982893,1.2767231175055787,Brevundimonas,0.789,0.789,0.45172150312233456,0.45172150312233456,0.8900769230769231,0.8900769230769231,0.6005842711967403,0.6005842711967403,3.6753484172099986,empirical,empirical,NA,NA,NA,NA,0.3451292353958847,not_significant,Brevundimonas
Akkermansia,1.3438643303537876,1.805971338397234,1.8291318752297872,1.3524540196360788,0.3030899232731841,1.224638277952283,0.3014036740043201,0.8791141923928587,9.45531510707929e-6,0.13099839709547056,240,-0.08999348078758296,16.57,66.95,16.48,0.012824421041536471,9.938333644259805e-4,1.830807205649773e-7,1.0968165524211975e-4,0.014410583784176716,2.6775555382627927e-6,76,202,179,375,0.6619301242019072,3.292266636085985,Akkermansia,3.995262833561591e-6,3.9952627435288e-6,8.077976398253957e-8,8.077976225165454e-8,5.753139609470756e-5,5.753139609470756e-5,1.350176055136733e-6,1.5752053639072636e-6,38.68868443919999,gpd,gpd,NA,NA,NA,NA,7.092697429365417,combined_bh_significant,Akkermansia
Blastococcus,1.124950303998056,1.2655131864653184,1.6620956761161318,1.2892228962115635,0.5326205027406923,0.7873772307546469,0.3420979426207927,0.7401962955596847,0.6816816816816816,NA,NA,NA,32.05,47.37,20.58,0.31337681336889167,0.6273791183367174,0.790936778718018,0.8397028607554924,0.7997360189786727,0.850075134207401,3,4,179,375,-0.346005851936228,-0.48536839542535487,Blastococcus,0.682,0.682,0.7911063619488574,0.7911063619488574,0.8400842105263158,0.8400842105263158,0.8505165861535308,0.8505165861535308,1.6978597755464184,empirical,empirical,NA,NA,NA,NA,0.10176512294718226,not_significant,Blastococcus
Corynebacterium,0.3248200720128494,0.10550807918243267,0.10795793401092839,0.328569526905537,0.052263620058172346,0.004229944644589553,0.05146436930816649,0.970660512851271,0.29429429429429427,NA,NA,NA,48.41,3.92,47.67,0.023219594627058804,5.6322885469338e-4,0.0016086525693487976,0.5506151312602925,0.01088909119073868,0.009410617530690465,28,103,179,375,0.834892042427155,3.4487405645832774,Corynebacterium,0.295,0.295,0.001612112102551909,0.001612112102551909,0.5519354838709677,0.5519354838709677,0.009430855799928667,0.009430855799928667,17.40520888719937,empirical,empirical,NA,NA,NA,NA,2.79260476164574,combined_bh_significant,Corynebacterium
Lawsonella,1.5681478441869694,2.4590876612282395,2.956199640630251,1.7193602416684675,0.5247643382293972,1.0106953935151572,1.4207399088856962,0.6556970343181989,0.4084084084084084,NA,NA,NA,17.75,34.19,48.06,0.2021530127778035,0.23974464776841045,0.3254327795892323,0.6579913246579914,0.43453717408024395,0.47594544014925216,6,5,179,375,-0.7049750693346434,-1.175433164094722,Lawsonella,0.409,0.409,0.32576224495070605,0.32576224495070605,0.6589444444444444,0.6589444444444444,0.47642728324040756,0.47642728324040756,4.644442025252931,empirical,empirical,NA,NA,NA,NA,0.4870992507816861,not_significant,Lawsonella
Cutibacterium,1.234465438781584,1.5239049195462089,1.575552855899882,1.2552102835381336,0.6458900015337788,0.9296628543661031,0,0,0.5175175175175175,NA,NA,NA,40.99,59.01,0,0.033891836486132476,0.01793483994541017,0.052716872725943276,0.7174317174317173,0.09906863969845618,0.14343893276593866,1,18,179,375,1.9723947219098465,2.3668866945579667,Cutibacterium,0.518,0.518,0.05275736347959085,0.05275736347959085,0.7180952380952381,0.7180952380952381,0.1435491052816774,0.1435491052816774,9.357580257816224,empirical,empirical,NA,NA,NA,NA,1.2777169162127775,not_significant,Cutibacterium
Actinomyces,0.5235964334557373,0.2741532251275683,0.2738925066736478,0.5233474053376473,0.09769236563170121,0.10992022579842697,0.06627991524351963,0.9790665862973278,0.026026026026026026,NA,NA,NA,35.67,40.13,24.2,9.509953924459191e-4,0.8021661106139968,0.10165310973013626,0.11611611611611612,0.9263658848071046,0.23705747689181197,121,243,179,375,-0.05094038452279315,-0.2505447005374417,Actinomyces,0.027,0.027,0.10466155286948607,0.10466155286948607,0.1202962962962963,0.1202962962962963,0.23735056390954787,0.23735056390954787,7.664715970147166,empirical,empirical,NA,NA,NA,NA,0.9802128258963171,not_significant,Actinomyces
Varibaculum,0.8081354586954126,0.6530829196008449,0.6529558711723684,0.8080568489731205,0.3415952877438619,0.07542444992370032,0.23593613350480624,0.9616438208227932,0.1941941941941942,NA,NA,NA,52.32,11.55,36.13,1.945364434796648e-4,0.9661787585679003,0.5015819711389757,0.4312884312884313,0.9833698130390301,0.6310224798200017,23,43,179,375,0.012063824252821114,0.04240149425891459,Varibaculum,0.195,0.195,0.5028831122526028,0.5028831122526028,0.43292857142857144,0.43292857142857144,0.6326593992855326,0.6326593992855326,3.338324264060741,empirical,empirical,NA,NA,NA,NA,0.29853294854819984,not_significant,Varibaculum
Dermabacter,1.0654448593810337,1.1351727483814706,1.085117205523827,1.0416895917325022,0.7307042097214923,0.16758207787602986,0.18683091792630477,0.8969279215407076,0.30430430430430433,NA,NA,NA,67.34,15.44,17.22,0.04409508854842836,0.17625478782673076,0.21054732372272178,0.5537845537845538,0.38027900067805803,0.3570150271820065,3,14,179,375,0.8059963775923619,1.3524962285138198,Dermabacter,0.305,0.305,0.21090591393363342,0.21090591393363342,0.5550153846153847,0.5550153846153847,0.35762307145268274,0.35762307145268274,5.846536350118173,empirical,empirical,NA,NA,NA,NA,0.6759112422010854,not_significant,Dermabacter
Actinotignum,0.686858528193377,0.4717746377519721,0.5762633747600212,0.7591201319685977,0.05381968971977592,0.5224436850402453,0,0,0.8428428428428428,NA,NA,NA,9.34,90.66,0,0.22148019127510277,0.38650717779652094,0.6911359735277591,0.8969703648602732,0.59779776832528575,0.7701229419309317,1,5,179,375,0.7852684129744637,0.8661942187051912,Actinotignum,0.843,0.843,0.6912040952675781,0.6912040952675781,0.8971376146788991,0.8971376146788991,0.7701988490124442,0.7701988490124442,2.2427863216713257,empirical,empirical,NA,NA,NA,NA,0.16039369740005105,not_significant,Actinotignum
Rothia,0.3127940703253483,0.09784013043069893,0.09774993253403678,0.31264985612348645,0.008190163720355985,0.05791371577382993,0.031646053039850866,0.9883971288489984,0.07807807807807808,NA,NA,NA,8.38,59.25,32.37,9.218906011785322e-4,0.1516319866952769,0.06436161491481533,0.26979921097568155,0.347606195903543,0.16021933925602966,120,223,179,375,-0.27878502188668647,-1.4337906245199843,Rothia,0.079,0.079,0.06498096212137569,0.06498096212137569,0.27294117647058824,0.27294117647058824,0.16366591321463242,0.16366591321463242,8.849212521025844,empirical,empirical,NA,NA,NA,NA,1.187213862690774,not_significant,Rothia
Parabacteroides,0.442595267292537,0.1958905706297523,0.2148225211420728,0.46348950488880847,0.05607795331946306,0.07295405922173746,0.08579050860087227,0.9912287349882077,0.8098098098098098,NA,NA,NA,26.1,33.96,39.94,0.09664554272039605,0.028615093502112325,0.11041314125950562,0.8912987061135209,0.13344211622512775,0.23705747689181197,26,81,179,375,0.5415791024156765,2.188755033141056,Parabacteroides,0.81,0.81,0.11043362970327476,0.11043362970327476,0.8914814814814815,0.8914814814814815,0.23735056390954787,0.23735056390954787,7.529083973702415,empirical,empirical,NA,NA,NA,NA,0.9568986533231466,not_significant,Parabacteroides
Porphyromonas,0.9319613894922041,0.8685520315042398,0.9860704359379258,0.9930107934649682,0.08840717120510562,0.8092239132805855,0.0884393514522346,0.8444265572135372,0.5945945945945946,NA,NA,NA,8.97,82.07,8.97,0.13530381620333864,0.7076920510258666,0.7850347072653179,0.7741074407741075,0.8551278949895887,0.850075134207401,2,5,179,375,0.28678277768672233,0.37497339438441263,Porphyromonas,0.595,0.595,0.7852829582339005,0.7852829582339005,0.7746222222222222,0.7746222222222222,0.8505165861535308,0.8505165861535308,1.729880219047912,empirical,empirical,NA,NA,NA,NA,0.10497382725834341,not_significant,Porphyromonas
Coprobacter,1.9192370453308434,3.6834708361702657,4.131328319004135,2.032566928542363,0.07964613093955218,3.348471683312722,0.7032105047518606,0.8186026703139223,0.7977977977977978,NA,NA,NA,1.93,81.05,17.02,0.12158572790534428,0.8187980927968569,0.9313945755920052,0.8898513898513899,0.9263658848071046,0.94759274212404,2,5,179,375,0.17415170590585108,0.22910620039756682,Coprobacter,0.798,0.798,0.9314650541994783,0.9314650541994783,0.8900769230769231,0.8900769230769231,0.9476644464464257,0.9476644464464257,0.8511288719924347,empirical,empirical,NA,NA,NA,NA,0.030833433900344376,not_significant,Coprobacter
Alistipes,0.6355914189940894,0.4039764518989202,0.47413452315147814,0.6885742684354957,0.09993397266979562,0.12248410074114886,0.25171644974053364,0.9600826317525113,0.7947947947947948,NA,NA,NA,21.08,25.83,53.09,0.17366871490349234,0.056870322648832496,0.18516968239495651,0.8898513898513899,0.19990780082619908,0.33330542831092175,9,31,179,375,0.758069062760093,1.904378851354399,Alistipes,0.795,0.795,0.18520581909564163,0.18520581909564163,0.8900769230769231,0.8900769230769231,0.33337047437215495,0.33337047437215495,6.192789617124117,empirical,empirical,NA,NA,NA,NA,0.7323453720740383,not_significant,Alistipes
Gordonibacter,1.670515067907503,2.790620592106009,2.9308740468537184,1.7119795696367752,1.7932009875356563,1.0076602494754336,0.13001280984262842,0.9498767934505729,0.01901901901901902,NA,NA,NA,61.18,34.38,4.44,0.050258876159823496,0.3003743820133039,0.03521980955969809,0.10028210028210029,0.4839365043547674,0.1144643810690188,9,11,179,375,-0.46410467706137315,-1.0355889693236215,Gordonibacter,0.02,0.02,0.03673427692462992,0.03673427692462992,0.10545454545454545,0.10545454545454545,0.1178859126142259,0.1178859126142259,10.22949729547938,empirical,empirical,NA,NA,NA,NA,1.4349285043627884,not_significant,Gordonibacter
Senegalimassilia,0.7416719866935164,0.5500773358459076,0.584750877306009,0.7646900530973376,0.25289029119270445,0.07667125889363369,0.25518932721967086,0.9681544757589359,0.5185185185185185,NA,NA,NA,43.25,13.11,43.64,0.06303393941286561,0.3854305535109202,0.5216507472102544,0.7174317174317173,0.59779776832528575,0.6492886959957422,15,38,179,375,0.2758587694535117,0.867939761275768,Senegalimassilia,0.519,0.519,0.5219494733814879,0.5219494733814879,0.7180952380952381,0.7180952380952381,0.6496605147407881,0.6496605147407881,3.21849128911583,empirical,empirical,NA,NA,NA,NA,0.2823715362576555,not_significant,Senegalimassilia
Eggerthella,0.20031143644351115,0.04012467157006281,0.03972629331779444,0.19931455872011566,0.0019965859278877926,0.0059554451021257004,0.03177426228778094,0.9909998229303163,0.8898898898898899,NA,NA,NA,5.03,14.99,79.98,0.009928511229624681,0.19341776758625365,0.4749769551766504,0.9384293384293384,0.38027900067805803,0.6174700417296455,71,120,179,375,-0.25721788863423467,-1.3005345852750891,Eggerthella,0.89,0.89,0.47501442765923735,0.47501442765923735,0.9385454545454545,0.9385454545454545,0.6175187559570086,0.6175187559570086,3.518873293619249,empirical,empirical,NA,NA,NA,NA,0.32329319930642625,not_significant,Eggerthella
Slackia,1.3676582328669085,1.8704890419286349,2.0839528103052505,1.443590250142072,1.016633968422127,0.8852233600389949,0.1820954818441284,0.8912546850567176,0.16716716716716717,NA,NA,NA,48.78,42.48,8.74,0.11412190266376343,0.2686480988558854,0.18426732355563583,0.41999446254765405,0.47943353026588786,0.33330542831092175,5,5,179,375,-0.6689226025326128,-1.1060439414859808,Slackia,0.168,0.168,0.18496105461026618,0.18496105461026618,0.4220425531914894,0.4220425531914894,0.33337047437215495,0.33337047437215495,6.196288476138023,empirical,empirical,NA,NA,NA,NA,0.7329197069938134,not_significant,Slackia
Atopobium,0.4725545013391289,0.22330775673587278,0.2240361653895646,0.4733245877720326,0.15035620512967496,0.010367767563679632,0.06331219269621001,0.9559421852792069,0.06006006006006006,NA,NA,NA,67.11,4.63,28.26,0.0032619048453090826,0.49236505381415935,0.13369101291411564,0.22474086990216022,0.7051153857091664,0.26294445249517745,28,47,179,375,-0.17883963081004128,-0.686550883731216,Atopobium,0.061,0.061,0.1353168810723295,0.1353168810723295,0.228258064516129,0.228258064516129,0.2631762902999056,0.2631762902999056,7.010832546264272,empirical,empirical,NA,NA,NA,NA,0.8686480208507064,not_significant,Atopobium
Olsenella,1.7749801699160581,3.1505546035952388,3.807685428137568,1.9513291439779112,1.1115460527007854,0.3527307622693726,2.34340861316741,0.7900064122341984,0.9469469469469469,NA,NA,NA,29.19,9.26,61.54,0.20857623727341457,0.1858960798180767,0.48181833262218987,0.9807664807664809,0.38027900067805803,0.619480713371387,4,3,179,375,-0.9372158674025018,-1.322549773450009,Olsenella,0.947,0.947,0.48183546404168687,0.48183546404168687,0.9808214285714286,0.9808214285714286,0.6195027394821688,0.6195027394821688,3.474047315714908,empirical,empirical,NA,NA,NA,NA,0.31710123822975955,not_significant,Olsenella
Libanicoccus,1.4183264740725172,2.011649987054979,1.9512715285591122,1.396879210439869,0.6568013978554214,0.26983428188524755,1.0246358488184433,0.9052261681405233,0.7297297297297297,NA,NA,NA,33.66,13.83,52.51,0.03001439558790231,0.597410705034318,0.7978864070663866,0.851131131131131,0.7786476604941673,0.850075134207401,3,9,179,375,0.3303893483346344,0.528158473058651,Libanicoccus,0.73,0.73,0.7980204283010284,0.7980204283010284,0.85144,0.85144,0.8505165861535308,0.8505165861535308,1.6597223976517834,empirical,empirical,NA,NA,NA,NA,0.09798599112438876,not_significant,Libanicoccus
Collinsella,0.9901865551619765,0.9804694140235419,0.9877225365715384,0.9938423097109211,0.31964650584983195,0.3709835808521296,0.29709244986957684,0.9571523241573859,1.097672273686123e-4,0.17162563733848035,250,0.05270554796945062,32.36,37.56,30.08,0.007397602050870589,0.007437632945799747,1.2261107258122987e-5,0.0010610831978965854,0.06636657090098236,1.298371294174287e-4,145,329,179,375,0.7517892353723417,2.6766128721713525,Collinsella,1.2952768736685397e-4,1.2952768736685397e-4,1.430889932956854e-5,1.430889932956854e-5,0.0012521009778795882,0.0012521009778795882,1.5219465650541083e-4,1.5219465650541083e-4,27.705637061642143,gpd,gpd,NA,NA,NA,NA,4.84439377179433,combined_bh_significant,Collinsella
Anaerococcus,0.44196437745692757,0.19533251094088955,0.20104104138692597,0.44837600447272596,7.190482446676342e-4,0.12372876919286173,0.07659322394939662,0.9636191782115797,0.5135135135135135,NA,NA,NA,0.36,61.54,38.1,0.02922468163921721,0.12331706589428225,0.23806870385016046,0.7174317174317173,0.3099563232642621,0.39077961001846306,22,26,179,375,-0.48558405634339896,-1.5409811821848698,Anaerococcus,0.514,0.514,0.23823422212778403,0.23823422212778403,0.7180952380952381,0.7180952380952381,0.39258315477395395,0.39258315477395395,5.517056964785486,empirical,empirical,NA,NA,NA,NA,0.622995852367458,not_significant,Anaerococcus
Finegoldia,0.2807532045870957,0.0788223618859236,0.08296262823579927,0.28803233887152196,1.5730123767931144e-4,0.019841890142036436,0.06296343685608352,0.9777817534452163,0.987987987987988,NA,NA,NA,0.19,23.92,75.89,0.05252654514295951,0.04411522723053041,0.18013963098178465,0.9965791878835357,0.17904208475390804,0.33330542831092175,20,20,179,375,-0.6740021890478232,-2.0129474018631512,Finegoldia,0.988,0.988,0.18014129121341302,0.18014129121341302,0.9965913043478261,0.9965913043478261,0.33337047437215495,0.33337047437215495,6.266045697375726,empirical,empirical,NA,NA,NA,NA,0.7443867286531558,not_significant,Finegoldia
Peptoniphilus,0.47750019637330815,0.22800643753654784,0.23365871648944403,0.48338257776780086,0.021258823232358476,0.03452159955829144,0.1778782936987941,0.9632775303598434,0.7297297297297297,NA,NA,NA,9.1,14.77,76.13,0.02478999722097841,0.29318979658566235,0.5438626052685821,0.851131131131131,0.48272590098919305,0.6559992249115887,19,25,179,375,-0.34609602043374416,-1.05114156170787,Peptoniphilus,0.73,0.73,0.5439847807052096,0.5439847807052096,0.85144,0.85144,0.6561465911598919,0.6561465911598919,3.083291709200415,empirical,empirical,NA,NA,NA,NA,0.26441325057425696,not_significant,Peptoniphilus
Fenollaria,0.9108029467215434,0.8295620077566466,1.9484441274963036,1.3958668014879871,0.005812741566109756,1.2472890576148095,0.6953423283153845,0.8357085149274539,0.7337337337337337,NA,NA,NA,0.3,64.01,35.69,1.3487624906610756,0.9833698130390276,0.957024438664933,0.851131131131131,0.9833698130390301,0.9584365477270381,2,4,179,375,0.016403946709439367,0.020844605989412943,Fenollaria,0.734,0.734,0.9571098496793959,0.9571098496793959,0.85144,0.85144,0.9584866029382114,0.9584866029382114,0.6520325427326519,empirical,empirical,NA,NA,NA,NA,0.01903821439476679,not_significant,Fenollaria
Clostridium_sensu_strict18,1.4032353284105317,1.9690693868994127,2.5961568168403377,1.6112593884413329,0.2760985910109598,1.9582559929948076,0.36180223283457025,0.9007587692270157,0.3783783783783784,NA,NA,NA,10.63,75.43,13.94,0.31846893467190895,0.22534476749532217,0.29518812873066363,0.6270270270270271,0.42641388257136753,0.43750595442249485,5,4,179,375,-0.7731983449128337,-1.2122144639003343,Clostridium_sensu_strict18,0.379,0.379,0.29553288647456055,0.29553288647456055,0.6280571428571429,0.6280571428571429,0.43908823753625253,0.43908823753625253,4.920685646943913,empirical,empirical,NA,NA,NA,NA,0.529394184428282,not_significant,Clostridium_sensu_s...
Sarcina,0.7800336781779736,0.6084525390918586,0.6660848811860807,0.8161402337748584,0.3779231707149706,0.28816171047111,0,0,0.4924924924924925,NA,NA,NA,56.74,43.26,0,0.09471953585770354,0.4230127455385082,0.5351240308699899,0.7141141141141141,0.6372659543177527,0.6529003986885348,1,5,179,375,0.7259084591592326,0.8014349669485863,Sarcina,0.493,0.493,0.5354606769380765,0.5354606769380765,0.71485,0.71485,0.6533346390309754,0.6533346390309754,3.1351981480650695,empirical,empirical,NA,NA,NA,NA,0.27127241729873114,not_significant,Sarcina
Clostridium_sensu_strict1,0.6964078076508187,0.48498383455701966,0.4876822775262521,0.6983425216369487,0.2699899843167278,0.03758431538758013,0.18010797782194415,0.964148390402381,6.447665013164394e-4,0.5411737455127889,250,-0.053171312228944445,55.36,7.71,36.93,0.005563985388703063,0.12558575166741653,8.43856176645901e-4,0.005073225630805825,0.3099563232642621,0.005807716039268848,151,293,179,375,-0.40796056137266523,-1.5317357756513579,Clostridium_sensu_strict1,9.788837505393558e-4,9.788837505393558e-4,0.0012298135495641617,0.0012298135495641617,0.00811075107589752,0.00811075107589752,0.007993788072167052,0.007993788072167052,18.007728278141556,gpd,gpd,NA,NA,NA,NA,2.910160726392581,combined_bh_significant,Clostridium_sensu_s...
Butyricicoccus,0.592356730213765,0.3508864958295432,0.38644116286252034,0.6216439196698704,0.0034235396267114243,0.12458500314168532,0.2584326200941236,0.8408831453129351,0.8228228228228228,NA,NA,NA,0.89,32.24,66.88,0.10132811452011325,0.8822052398431253,0.9584365477270381,0.8912987061135209,0.9388606222183719,0.9584365477270381,3,6,179,375,0.09927053674911743,0.1481740588810378,Butyricicoccus,0.823,0.823,0.9584866029382114,0.9584866029382114,0.8914814814814815,0.8914814814814815,0.9584866029382114,0.9584866029382114,0.640259260231224,empirical,empirical,NA,NA,NA,NA,0.01841395301092661,not_significant,Butyricicoccus
Incertae_Sedis,1.2248058428096829,1.5001493525807374,1.5117309893527036,1.229524700586655,1.361018818555706,0.09183394556698392,0.058878225230013695,0.9828662076595757,0.035035035035035036,NA,NA,NA,90.03,6.07,3.89,0.007720322481252984,0.046303987436355526,0.012043564563337252,0.14514514514514518,0.17904208475390804,0.04696990179701528,16,15,179,375,-0.7368993322733643,-1.9925396513126705,Incertae_Sedis,0.036,0.036,0.012329987257578638,0.012329987257578638,0.14914285714285713,0.14914285714285713,0.04808695030455669,0.049745121004713816,12.793527080777398,empirical,empirical,NA,NA,NA,NA,1.909037372225529,not_significant,Incertae_Sedis
UBA1819,0.8846244661466772,0.7825604461052936,0.7915000380022671,0.8896628788492117,0.6526040020002196,0.001981232595086425,0.13691480340696105,0.9505345535039939,0.2132132132132132,NA,NA,NA,82.45,0.25,17.3,0.011423516153243662,0.8616747835712039,0.4950053506672938,0.4339075918023287,0.9372561509256367,0.6295176742181889,9,15,179,375,-0.075165174957551,-0.17424221195675477,UBA1819,0.214,0.214,0.496152786458409,0.496152786458409,0.43550877192982457,0.43550877192982457,0.6309769132134114,0.6309769132134114,3.3813132494142106,empirical,empirical,NA,NA,NA,NA,0.30438456524751323,not_significant,UBA1819
